purchase_id,customer_id,product_id,offer_id,purchase_date,purchase_time,item_count,total_amount,discount_applied,payment_method,device_type,purchase_channel,status
283,117,138,363,2023-11-08,3:16:42,10,3039.87,497.87,UPI,Tablet,App,Completed
284,676,75,584,2023-09-09,6:49:06,4,2853.47,358.44,Wallet,Tablet,App,Refunded
285,290,103,838,2025-05-06,23:14:36,9,862.9,203.57,NetBanking,Tablet,Web,Failed
286,101,75,366,2023-08-15,3:02:50,9,2389.86,262.55,Credit Card,Desktop,Web,Failed
287,328,70,398,2024-12-13,7:30:22,9,4375.36,445.9,Credit Card,Desktop,Web,Refunded
288,159,168,583,2024-10-19,13:31:36,9,4654.29,109.6,Cash,Mobile,Web,Refunded
289,215,23,227,2024-02-08,15:55:30,1,1093.56,230.43,Cash,Desktop,Web,Failed
290,200,49,497,2025-07-10,14:51:35,8,843.71,197.19,NetBanking,Tablet,In-store,Completed
291,958,73,963,2024-01-27,22:06:14,10,2736.72,381.01,Credit Card,Mobile,In-store,Failed
292,51,75,649,2024-07-29,5:58:10,7,3119.74,179.16,UPI,Tablet,In-store,Failed
293,274,63,105,2024-12-27,16:42:32,3,1510.88,407.97,UPI,Mobile,Web,Refunded
294,151,160,832,2024-05-19,2:44:27,6,3103.69,111.66,Cash,Tablet,In-store,Refunded
295,182,19,48,2023-10-06,22:41:03,7,4040.48,300.24,UPI,Mobile,App,Failed
296,915,192,255,2024-06-08,23:47:41,9,2660.54,101.9,UPI,Desktop,App,Failed
297,717,118,402,2024-09-02,8:12:57,2,2900.34,81.64,Wallet,Desktop,Web,Completed
298,448,43,801,2023-10-02,14:53:16,7,2296.7,299.09,Wallet,Desktop,App,Completed
299,301,34,506,2023-12-21,13:56:57,5,2435.54,371.49,Cash,Tablet,Web,Refunded
300,465,29,420,2025-07-09,21:49:52,1,3707.04,403.96,Wallet,Desktop,In-store,Completed
301,530,59,607,2024-03-30,14:30:29,3,3983.98,212.4,UPI,Mobile,App,Completed
302,132,129,253,2023-11-11,5:08:39,3,1800.86,106.68,Wallet,Desktop,App,Failed
303,957,137,307,2023-10-24,9:21:57,9,1365.44,130.91,NetBanking,Desktop,App,Refunded
304,251,159,58,2024-06-22,22:35:26,8,3345.73,459.46,NetBanking,Tablet,In-store,Refunded
305,1000,199,670,2023-09-01,15:17:40,8,4279.35,350.67,Credit Card,Tablet,In-store,Failed
306,58,82,384,2023-11-30,1:57:35,3,3547.79,132.22,Wallet,Tablet,In-store,Completed
307,587,32,497,2023-08-18,13:06:33,2,1660.69,183.28,Cash,Desktop,In-store,Completed
308,20,94,146,2024-05-09,16:24:47,4,2673.87,11.25,NetBanking,Mobile,App,Completed
309,605,83,299,2025-02-19,13:04:28,6,2993.95,27.14,Wallet,Tablet,In-store,Completed
310,360,5,545,2023-11-19,7:19:39,7,499.29,64.05,NetBanking,Mobile,Web,Refunded
311,798,158,770,2024-05-31,2:03:49,2,1033,332.05,Cash,Tablet,Web,Refunded
312,975,196,2,2023-10-23,16:40:12,10,736.92,101.74,Cash,Desktop,Web,Completed
313,409,89,877,2024-12-06,10:18:38,6,448.53,414.51,Credit Card,Desktop,Web,Completed
314,420,168,407,2025-02-15,22:02:43,8,3952.96,176.39,UPI,Tablet,In-store,Refunded
315,431,166,391,2023-12-27,21:18:56,6,1908.32,423.84,NetBanking,Desktop,Web,Refunded
316,629,38,915,2023-10-04,3:59:53,9,4674.26,45.86,Cash,Mobile,Web,Completed
317,225,56,852,2024-02-24,1:49:33,4,4913.37,56.83,NetBanking,Mobile,In-store,Failed
318,117,95,896,2024-03-01,23:21:41,2,1718.29,415.26,Cash,Tablet,In-store,Failed
319,906,115,798,2024-12-05,8:33:29,5,1016.68,164.65,Wallet,Desktop,In-store,Refunded
320,489,132,10,2024-03-22,0:42:18,10,3797.76,222.88,NetBanking,Mobile,Web,Refunded
321,202,5,511,2025-06-10,10:31:40,4,1339.6,483.06,UPI,Mobile,Web,Completed
322,766,160,594,2023-09-06,4:21:08,9,518.1,414.88,UPI,Tablet,In-store,Refunded
323,423,70,178,2024-08-23,18:20:56,1,3589.68,220.4,Wallet,Desktop,In-store,Refunded
324,827,22,204,2024-04-12,6:52:05,3,4240.29,259.38,Wallet,Mobile,App,Completed
325,746,127,487,2024-09-06,4:58:02,3,735.7,23.46,UPI,Tablet,App,Completed
326,786,111,652,2024-07-24,3:14:06,3,2267.65,24.9,Credit Card,Desktop,Web,Refunded
327,905,64,175,2024-04-25,19:51:21,3,2578.08,18.83,NetBanking,Desktop,In-store,Refunded
328,319,136,296,2023-10-15,11:27:52,9,1877.33,22.12,NetBanking,Tablet,In-store,Completed
329,344,30,929,2024-10-05,1:08:23,2,716.57,244.42,Cash,Mobile,App,Completed
330,331,199,947,2025-03-25,18:47:33,2,1200.01,489.78,Cash,Tablet,Web,Failed
331,919,159,116,2024-09-22,8:21:55,1,2637.92,128.51,Wallet,Desktop,App,Completed
332,126,95,43,2023-08-11,6:18:54,5,1820.08,470.33,Credit Card,Tablet,In-store,Completed
333,173,60,628,2024-04-21,2:42:16,6,708.73,252.3,Cash,Tablet,Web,Refunded
334,814,110,106,2024-02-08,14:53:59,6,1501.11,89.11,Cash,Mobile,In-store,Failed
335,742,179,536,2025-05-08,22:52:33,2,2798.14,474.62,Wallet,Desktop,Web,Failed
336,786,168,917,2024-04-19,23:11:47,9,4902.93,254.18,NetBanking,Mobile,App,Completed
337,284,80,124,2024-02-12,22:34:29,9,3450.05,456.93,Credit Card,Tablet,In-store,Refunded
338,138,123,832,2024-01-29,23:51:28,3,3032.55,488.18,Cash,Desktop,App,Failed
339,959,7,159,2025-02-25,3:52:29,9,3271.19,375.59,Wallet,Mobile,App,Completed
340,970,31,876,2023-11-28,4:56:19,5,4788.52,415.14,Cash,Tablet,App,Refunded
341,733,39,368,2023-11-22,1:47:25,1,1944.63,421.03,UPI,Mobile,App,Refunded
342,851,130,41,2025-05-12,10:48:29,6,442.6,262.24,Cash,Desktop,In-store,Completed
343,554,51,373,2024-07-28,6:42:09,10,1816.28,484.37,NetBanking,Mobile,In-store,Refunded
344,566,176,444,2024-12-13,22:15:17,10,2367.82,349.6,Credit Card,Desktop,App,Failed
345,225,37,360,2023-10-07,20:09:53,5,4021.3,416.56,NetBanking,Tablet,Web,Refunded
346,865,196,481,2025-03-01,17:46:32,4,3083.9,499.99,Credit Card,Desktop,In-store,Refunded
347,724,155,841,2024-10-04,13:18:22,3,4467.82,74.89,NetBanking,Mobile,App,Completed
348,993,67,306,2024-03-02,15:34:33,7,2987.26,378.01,Cash,Mobile,In-store,Failed
349,525,170,615,2024-06-07,9:31:50,4,3164.62,331.18,Wallet,Tablet,Web,Completed
350,226,34,829,2024-09-28,17:44:25,1,1349.06,468.52,Wallet,Mobile,App,Refunded
351,73,15,648,2024-04-04,10:06:58,3,4848.8,42.87,Cash,Tablet,App,Failed
352,352,192,587,2025-03-01,11:38:17,2,145.73,470.41,Credit Card,Desktop,Web,Completed
353,389,25,335,2024-04-24,19:45:45,8,4414.72,344.15,Wallet,Tablet,App,Completed
354,839,69,371,2024-09-24,0:01:41,5,3664.76,153.02,NetBanking,Tablet,In-store,Refunded
355,323,191,38,2024-05-21,13:17:21,2,381.53,180.2,Credit Card,Tablet,Web,Completed
356,936,195,439,2023-08-29,5:36:36,10,337.16,374.34,Wallet,Tablet,In-store,Refunded
357,738,94,42,2023-11-18,15:09:06,6,1802.25,427.37,Credit Card,Tablet,App,Completed
358,808,193,147,2023-08-15,2:17:45,5,3200.28,175.28,Wallet,Mobile,In-store,Refunded
359,624,23,466,2024-04-14,15:43:38,8,916.35,334.09,Cash,Mobile,App,Refunded
360,717,114,317,2024-06-02,12:39:53,2,617.51,386.84,NetBanking,Tablet,In-store,Refunded
361,458,3,759,2025-06-24,17:48:48,10,2376.04,431.25,Cash,Tablet,In-store,Refunded
362,27,114,994,2023-12-25,22:20:51,9,2564.62,109.37,UPI,Tablet,App,Completed
363,707,195,792,2024-06-30,23:49:52,1,271.05,55.39,UPI,Desktop,In-store,Failed
364,599,199,476,2024-04-18,22:06:02,1,3858.94,403.43,Wallet,Desktop,Web,Completed
365,388,140,372,2023-11-11,2:28:04,6,1012.88,134.83,UPI,Mobile,In-store,Completed
366,631,3,945,2024-01-27,23:55:11,9,4084.48,325.59,NetBanking,Desktop,In-store,Completed
367,205,69,991,2023-11-17,6:03:38,10,4231.51,11.73,Wallet,Tablet,App,Refunded
368,94,134,764,2024-09-14,23:25:10,4,867.58,37.21,NetBanking,Desktop,In-store,Failed
369,693,94,438,2024-01-25,14:34:04,10,2683.47,403.48,NetBanking,Tablet,In-store,Completed
370,848,126,699,2024-12-20,16:30:02,3,1457.35,345.55,NetBanking,Desktop,App,Failed
371,493,155,432,2024-01-06,21:11:57,2,2703.62,493.1,NetBanking,Mobile,In-store,Refunded
372,305,85,935,2024-07-08,18:45:35,2,2184.85,448.12,NetBanking,Desktop,App,Refunded
373,493,25,602,2024-05-19,14:30:57,2,3534.35,151.62,UPI,Desktop,Web,Failed
374,848,147,580,2024-04-06,12:31:21,5,951.84,21.24,UPI,Tablet,In-store,Completed
375,184,166,509,2024-04-29,20:06:32,10,4337.14,353.7,Wallet,Desktop,Web,Failed
376,663,112,273,2025-06-20,18:53:13,6,3723.81,170.83,Cash,Mobile,App,Failed
377,183,188,986,2023-10-06,7:17:50,4,3368.05,345.8,Wallet,Tablet,App,Failed
378,76,178,301,2023-08-16,6:06:15,7,2333.29,298.58,Credit Card,Tablet,App,Failed
379,769,148,228,2024-11-21,19:24:21,8,2525.89,305.53,Cash,Tablet,App,Refunded
380,133,34,818,2025-05-16,20:37:12,10,3169.37,454.84,Cash,Desktop,Web,Refunded
381,584,133,655,2024-06-12,22:14:20,2,2535.02,443.83,Credit Card,Tablet,App,Refunded
382,147,94,835,2024-08-17,18:55:27,3,2236.53,326.17,NetBanking,Mobile,App,Completed
383,241,166,422,2025-02-23,16:20:47,8,3347.01,92.01,UPI,Tablet,In-store,Completed
384,191,148,744,2023-11-17,16:05:29,1,4162.83,428.18,UPI,Desktop,In-store,Refunded
385,249,125,117,2025-02-27,16:26:47,4,1721.33,270.59,NetBanking,Desktop,In-store,Failed
386,692,173,759,2023-09-09,9:29:50,10,3536.36,189.04,Wallet,Mobile,Web,Failed
387,211,152,478,2025-06-06,7:56:04,10,796.81,391.02,Credit Card,Tablet,Web,Refunded
388,116,186,976,2024-09-05,8:12:40,1,1757.4,280.88,UPI,Desktop,App,Completed
389,17,183,545,2024-07-18,22:45:52,8,4790.94,364.21,Credit Card,Desktop,App,Completed
390,174,111,936,2024-07-04,12:33:11,7,2840.97,293.96,Credit Card,Tablet,App,Failed
391,939,51,292,2024-02-12,11:25:04,6,3571.18,454.01,Credit Card,Tablet,Web,Failed
392,722,81,262,2025-01-18,7:31:18,8,1427.93,327.35,Wallet,Desktop,In-store,Completed
393,231,166,444,2025-03-04,22:10:11,3,3158.99,326.77,NetBanking,Mobile,Web,Refunded
394,552,28,373,2024-01-01,18:11:46,5,2771.82,485.95,Credit Card,Mobile,In-store,Completed
395,148,108,199,2024-11-01,17:21:21,10,2458.02,476.44,UPI,Tablet,Web,Refunded
396,235,105,713,2023-08-06,17:12:46,3,4181.62,213.72,NetBanking,Tablet,App,Failed
397,782,131,256,2025-03-10,23:01:15,10,1490.91,47.45,NetBanking,Tablet,In-store,Completed
398,987,181,698,2024-08-11,8:33:56,6,396.33,240.86,UPI,Desktop,App,Refunded
399,424,102,534,2023-08-02,15:54:33,5,2085.24,475.58,Cash,Tablet,In-store,Failed
400,879,168,887,2023-12-16,17:52:46,10,2806.13,67.63,NetBanking,Mobile,App,Refunded
401,477,72,250,2024-11-17,6:32:53,4,4317.93,267.87,Wallet,Mobile,In-store,Failed
402,978,164,597,2025-02-17,12:59:04,8,4816.01,334.54,UPI,Tablet,App,Completed
403,942,163,646,2024-06-16,16:35:36,1,318.07,86.46,NetBanking,Mobile,In-store,Failed
404,229,57,92,2025-02-03,8:35:09,4,269.88,10.6,NetBanking,Mobile,App,Failed
405,389,138,776,2025-03-22,19:28:08,2,2353.35,455.53,UPI,Mobile,In-store,Refunded
406,198,39,521,2024-03-05,15:01:59,9,2141.57,22.34,Wallet,Desktop,In-store,Completed
407,991,125,696,2023-10-30,22:48:13,5,218.81,167.03,Wallet,Tablet,App,Failed
408,397,5,441,2025-06-07,0:51:17,1,3776.43,292.98,Cash,Mobile,In-store,Refunded
409,307,97,430,2023-10-27,8:17:24,3,2682.92,417.97,UPI,Tablet,In-store,Refunded
410,123,86,577,2024-10-13,20:52:15,6,4940.46,120.1,NetBanking,Tablet,App,Failed
411,215,112,442,2024-08-10,15:26:04,7,3728.52,196.68,Wallet,Desktop,In-store,Completed
412,98,172,598,2024-02-19,1:29:43,10,868.13,142.18,NetBanking,Desktop,App,Refunded
413,957,34,154,2024-08-22,14:57:26,6,443.55,276.54,NetBanking,Desktop,Web,Refunded
414,874,82,928,2024-02-02,22:42:32,1,1844.24,413.28,NetBanking,Mobile,In-store,Failed
415,829,198,559,2025-04-03,8:33:35,6,2827.66,313.63,Credit Card,Desktop,Web,Failed
416,813,193,494,2025-04-14,9:29:20,10,2974.2,140.87,Wallet,Mobile,In-store,Refunded
417,420,99,677,2024-03-02,13:05:43,5,1273.37,20.6,Cash,Mobile,App,Completed
418,800,89,390,2023-11-09,18:51:00,4,3078.47,493.89,Credit Card,Tablet,Web,Refunded
419,355,166,627,2025-05-26,2:27:29,10,382.62,344.32,Wallet,Mobile,Web,Completed
420,469,187,514,2024-09-29,21:10:41,5,2310.99,172.2,Credit Card,Desktop,App,Failed
421,207,98,525,2024-04-14,17:33:55,8,1242.64,17.39,Cash,Mobile,Web,Refunded
422,606,77,854,2025-06-18,12:58:21,8,986.62,117.63,UPI,Tablet,App,Failed
423,947,92,957,2024-08-19,10:29:08,10,3389.52,157.17,Cash,Desktop,App,Failed
424,345,78,588,2025-03-06,12:54:02,4,4941.8,334.94,Cash,Mobile,App,Refunded
425,615,99,913,2023-10-07,3:48:56,7,735.71,181.94,NetBanking,Mobile,App,Failed
426,44,112,722,2023-11-16,7:58:19,1,1564.84,472.45,Wallet,Tablet,In-store,Completed
427,884,146,874,2025-01-04,0:00:39,4,1756.37,228.63,Wallet,Desktop,In-store,Failed
428,25,180,507,2024-01-28,20:32:58,6,4579.08,65.98,UPI,Mobile,App,Completed
429,296,196,28,2024-10-23,17:56:08,5,3259.08,99.54,Wallet,Mobile,App,Completed
430,251,148,490,2023-12-09,18:26:37,5,4560.42,169.81,Credit Card,Tablet,App,Refunded
431,367,54,657,2024-02-02,4:25:30,5,1299.75,371.4,Credit Card,Mobile,Web,Failed
432,748,29,542,2024-10-24,6:25:08,6,1406.8,98.65,Cash,Tablet,In-store,Failed
433,203,30,443,2024-04-22,13:15:41,8,3281.81,351.47,Wallet,Tablet,Web,Completed
434,780,163,600,2024-12-29,2:05:05,8,2670.06,235.24,Credit Card,Desktop,In-store,Completed
435,524,76,666,2024-07-27,2:34:45,10,4675.02,99.92,NetBanking,Desktop,App,Failed
436,401,114,698,2023-11-07,2:22:36,5,513.98,475.76,Cash,Mobile,In-store,Failed
437,628,151,523,2025-02-11,18:43:07,8,2291.57,437.48,UPI,Tablet,Web,Completed
438,647,86,475,2024-08-17,4:46:41,4,1714.23,399.33,UPI,Desktop,In-store,Failed
439,286,46,690,2024-02-18,16:18:52,3,1215.1,137.09,NetBanking,Mobile,App,Completed
440,843,40,164,2023-08-14,8:54:40,1,2343.87,85.52,UPI,Desktop,App,Refunded
441,429,176,756,2024-12-14,1:16:09,2,746.83,96.05,Credit Card,Mobile,In-store,Refunded
442,309,134,26,2023-08-19,10:54:14,2,1072.24,251.34,UPI,Tablet,Web,Completed
443,545,137,781,2023-11-21,17:43:19,4,3325.19,155.75,Cash,Desktop,Web,Refunded
444,702,144,732,2023-09-07,23:54:21,10,2899.02,96.15,Cash,Tablet,Web,Completed
445,588,70,9,2023-09-07,2:30:16,5,980.02,352.74,UPI,Desktop,Web,Refunded
446,34,15,462,2025-02-11,4:12:31,7,4539.57,227.55,UPI,Tablet,App,Failed
447,328,50,677,2024-02-23,6:00:26,1,3476.3,45.14,Wallet,Desktop,App,Completed
448,663,1,669,2023-11-26,20:56:11,7,908.77,137.68,UPI,Tablet,In-store,Failed
449,55,137,328,2024-08-04,1:07:32,5,2688.97,100.77,Wallet,Desktop,Web,Failed
450,238,126,998,2023-09-06,4:28:35,2,3211.04,83.93,NetBanking,Desktop,In-store,Failed
451,474,192,993,2025-07-03,20:59:28,4,3751.88,114.5,Credit Card,Desktop,In-store,Failed
452,917,146,657,2024-08-02,15:47:46,6,1538.3,125.7,NetBanking,Mobile,App,Refunded
453,484,56,760,2025-05-02,23:08:51,10,2017.79,98.07,Wallet,Mobile,In-store,Failed
454,539,117,534,2025-07-04,23:29:46,5,3135.88,348.35,Cash,Desktop,In-store,Failed
455,292,16,184,2024-05-28,21:06:56,10,4171.66,87.72,Cash,Mobile,Web,Failed
456,801,99,571,2024-03-23,8:19:56,3,4662.56,381.04,Credit Card,Tablet,In-store,Failed
457,187,57,310,2024-10-03,16:48:40,5,4435.58,265.03,NetBanking,Mobile,Web,Completed
458,393,6,906,2025-02-28,14:12:15,3,4997.27,41.51,NetBanking,Tablet,App,Completed
459,777,190,778,2024-10-30,20:45:43,1,1236.82,423.3,Credit Card,Mobile,In-store,Failed
460,844,190,969,2023-11-14,17:43:52,7,2105.63,157,Wallet,Tablet,In-store,Refunded
461,559,46,322,2025-04-30,23:29:33,5,2441.92,256.76,Cash,Mobile,In-store,Completed
462,11,61,991,2025-07-17,9:48:04,10,4294.99,208.65,Cash,Tablet,Web,Failed
463,357,184,535,2024-10-12,6:03:29,2,1392.97,476.38,NetBanking,Tablet,In-store,Failed
464,795,168,284,2023-08-04,18:45:48,7,2742.29,313.44,NetBanking,Tablet,Web,Refunded
465,310,101,883,2023-12-08,7:53:44,9,1702.3,150.79,Cash,Mobile,Web,Refunded
466,833,55,275,2024-06-23,2:32:33,2,139.68,128.81,Cash,Desktop,In-store,Completed
467,663,98,823,2024-11-09,11:46:13,3,4125.37,455.56,Cash,Desktop,App,Refunded
468,36,169,132,2025-04-11,17:50:33,3,2888.46,278,Credit Card,Tablet,Web,Failed
469,924,184,729,2024-10-17,17:41:36,8,1152.3,480.5,UPI,Tablet,Web,Completed
470,224,75,58,2024-05-16,18:52:53,5,1213.79,150.81,Credit Card,Mobile,App,Completed
471,940,94,530,2024-04-15,12:08:26,10,4807.06,133.31,Wallet,Desktop,Web,Refunded
472,949,161,986,2024-12-13,1:03:25,4,4861.39,288.31,Cash,Tablet,Web,Failed
473,721,147,270,2024-03-27,3:05:15,7,750.13,35.07,NetBanking,Mobile,Web,Completed
474,635,45,551,2024-06-16,17:21:20,7,4203.14,342.07,Wallet,Mobile,Web,Refunded
475,315,86,250,2025-01-26,2:29:36,2,3646.09,429.37,Cash,Tablet,Web,Refunded
476,274,45,341,2025-01-11,11:15:41,7,1551.36,253.55,UPI,Tablet,In-store,Failed
477,611,182,732,2025-06-27,17:14:21,1,574.94,50.06,Cash,Desktop,In-store,Completed
478,276,64,277,2024-05-07,10:58:15,8,102.69,273.65,Wallet,Tablet,App,Completed
479,72,85,925,2025-07-20,16:10:31,10,4533.54,342.23,Credit Card,Desktop,App,Refunded
480,304,183,52,2025-02-22,18:31:44,3,3784.33,197.65,Wallet,Tablet,In-store,Failed
481,790,163,983,2025-06-03,14:11:44,6,1547.23,238.57,Wallet,Mobile,In-store,Refunded
482,145,67,340,2025-02-08,12:19:06,7,4733.21,411.44,Wallet,Mobile,App,Completed
483,451,65,36,2025-05-11,21:40:10,9,427.31,81.16,Wallet,Tablet,App,Completed
484,637,193,80,2024-03-13,8:55:26,3,2127.52,265.48,Cash,Tablet,In-store,Refunded
485,586,181,727,2023-09-16,20:18:03,1,4688.23,106.76,Cash,Tablet,Web,Refunded
486,71,1,886,2024-12-09,18:54:38,3,4552.54,384.66,Credit Card,Mobile,In-store,Refunded
487,872,106,63,2023-10-21,8:31:53,5,3886.68,269.77,NetBanking,Mobile,Web,Completed
488,18,164,64,2025-07-18,23:56:03,9,3366.61,235.75,NetBanking,Tablet,App,Refunded
489,964,29,586,2023-10-18,10:09:21,8,2683.16,14.38,Cash,Tablet,Web,Completed
490,61,146,33,2024-10-31,0:02:10,10,2547,278.15,NetBanking,Tablet,Web,Completed
491,132,120,785,2024-07-03,14:03:05,8,2764.92,51.1,UPI,Desktop,Web,Refunded
492,25,83,37,2023-08-25,18:09:51,10,3640.77,244.67,NetBanking,Desktop,App,Failed
493,381,55,5,2025-03-07,7:53:23,7,1395.42,107.77,NetBanking,Tablet,In-store,Completed
494,140,15,504,2024-02-06,9:29:37,4,958.81,127.21,Credit Card,Tablet,In-store,Completed
495,764,191,949,2023-11-20,13:50:15,1,2274.91,382.12,Cash,Mobile,In-store,Completed
496,764,13,560,2023-12-24,15:28:51,5,3894.02,259.31,UPI,Tablet,App,Failed
497,28,118,719,2024-02-05,13:39:43,3,4905.46,286.29,Wallet,Mobile,Web,Completed
498,882,13,166,2024-02-27,7:55:47,10,3966.13,147.45,Cash,Mobile,In-store,Failed
499,268,66,950,2024-08-28,16:46:04,9,1180.61,145.9,Cash,Tablet,Web,Refunded
500,724,94,170,2023-12-09,6:15:33,9,4146.94,49.88,UPI,Desktop,App,Refunded
501,312,88,429,2023-11-17,12:51:33,2,825.91,488.6,Credit Card,Mobile,Web,Completed
502,438,155,224,2025-07-21,2:20:15,10,3830.79,82.9,Wallet,Tablet,Web,Refunded
503,716,34,247,2025-05-25,17:55:57,2,1080.3,85.34,NetBanking,Tablet,In-store,Failed
504,409,45,743,2023-09-17,6:51:05,4,4829.02,325.63,UPI,Mobile,App,Refunded
505,743,101,741,2024-09-27,14:18:50,10,421.2,57.56,Wallet,Tablet,In-store,Refunded
506,807,142,594,2025-05-18,6:59:25,2,3572.45,302.25,UPI,Desktop,In-store,Refunded
507,709,4,855,2023-08-12,21:06:35,4,559.73,429.83,Credit Card,Mobile,In-store,Refunded
508,303,39,924,2024-11-15,7:41:21,10,3163.73,252.01,Cash,Desktop,Web,Refunded
509,127,65,273,2025-04-23,4:50:13,2,4938.04,470.86,Wallet,Tablet,Web,Failed
510,635,16,495,2023-11-24,7:24:24,4,4695.97,235.21,Wallet,Desktop,In-store,Refunded
511,138,164,333,2025-06-11,19:37:42,8,3522.13,85.59,Cash,Tablet,Web,Refunded
512,311,182,937,2024-11-18,13:48:21,3,2931.13,407.73,Credit Card,Desktop,In-store,Failed
513,856,91,181,2024-05-18,16:53:43,2,3907.1,304,Credit Card,Mobile,App,Refunded
514,145,145,22,2025-01-11,23:04:10,4,4995.04,448.35,Wallet,Tablet,App,Refunded
515,300,163,576,2023-11-28,23:01:42,4,3294.48,433.31,Cash,Mobile,Web,Refunded
516,872,55,272,2024-11-25,12:26:45,10,1002,244.86,UPI,Desktop,App,Refunded
517,194,24,771,2023-12-15,1:51:48,4,1187.75,389.13,UPI,Mobile,In-store,Completed
518,779,108,224,2023-12-23,9:32:23,6,2409.64,276,Wallet,Tablet,In-store,Refunded
519,879,4,209,2024-11-28,7:04:35,1,2620.37,460.6,Cash,Desktop,Web,Refunded
520,237,108,268,2025-03-04,23:46:50,10,3588.13,230.11,Cash,Desktop,In-store,Completed
521,700,23,639,2023-10-20,16:43:14,10,4096.08,117.86,Credit Card,Desktop,App,Refunded
522,582,134,708,2024-01-16,0:21:56,2,4487.13,293.44,Cash,Desktop,In-store,Refunded
523,446,177,801,2024-09-08,12:21:41,1,4334.16,472.59,Credit Card,Tablet,In-store,Completed
524,472,44,833,2025-01-07,14:50:38,10,4780.13,375.49,Wallet,Desktop,Web,Completed
525,985,67,429,2024-02-26,12:05:33,10,352.41,456.07,NetBanking,Desktop,App,Failed
526,615,82,532,2023-10-01,6:37:51,9,2552.29,140.69,Cash,Tablet,In-store,Failed
527,246,115,875,2023-10-10,14:40:44,4,3851.82,468.98,NetBanking,Mobile,App,Completed
528,545,137,756,2024-01-03,18:51:46,7,331.51,400.11,Credit Card,Mobile,App,Refunded
529,155,43,529,2025-05-20,19:01:22,7,609.49,60.18,UPI,Tablet,App,Completed
530,226,1,107,2024-03-12,12:14:57,7,2017.7,342.82,Wallet,Mobile,In-store,Refunded
531,795,25,581,2025-04-01,10:47:41,4,289.35,160.77,Cash,Mobile,Web,Completed
532,713,168,565,2023-11-29,8:04:06,2,4944.07,180.33,Cash,Desktop,Web,Completed
533,216,194,271,2025-02-16,6:20:53,10,4594.42,76.02,NetBanking,Tablet,In-store,Refunded
534,716,97,187,2025-01-28,14:50:23,4,3521.11,271.49,Cash,Mobile,In-store,Completed
535,616,149,782,2024-12-28,6:35:48,7,4129.34,391.78,UPI,Desktop,App,Failed
536,596,58,389,2024-11-13,2:59:44,10,1439.13,24.18,Credit Card,Mobile,Web,Completed
537,664,59,415,2025-04-07,1:46:10,2,4748.77,206.96,UPI,Mobile,App,Completed
538,404,109,182,2025-03-31,23:20:22,2,2381.3,487.45,Wallet,Mobile,In-store,Refunded
539,637,133,779,2024-01-16,23:46:38,3,1344.57,408.17,Wallet,Desktop,In-store,Refunded
540,785,92,537,2025-02-15,0:04:13,3,935.07,100.41,Wallet,Desktop,App,Failed
541,716,58,317,2023-08-07,4:48:16,4,4081.84,259.42,NetBanking,Tablet,App,Refunded
542,72,182,105,2023-09-22,19:00:20,5,2269.93,83.37,NetBanking,Tablet,App,Completed
543,819,151,497,2024-07-28,11:34:01,4,147.08,296.42,Wallet,Mobile,In-store,Completed
544,194,141,494,2025-01-29,17:17:06,1,1975.79,155.7,UPI,Tablet,Web,Failed
545,241,128,450,2025-02-25,23:10:04,8,324.48,100.24,Cash,Mobile,Web,Refunded
546,14,55,244,2025-03-21,12:00:22,6,1807.62,168.18,UPI,Tablet,App,Failed
547,993,118,692,2023-09-25,22:10:38,6,4528.68,481.96,NetBanking,Desktop,Web,Completed
548,821,64,396,2024-09-26,1:49:08,1,3140.66,23.29,UPI,Mobile,In-store,Completed
549,513,161,339,2024-02-26,3:45:48,1,4311.45,319.63,UPI,Mobile,Web,Refunded
550,356,85,682,2023-11-29,8:36:49,2,2458.6,89.65,Credit Card,Desktop,Web,Failed
551,345,1,214,2025-05-17,14:36:48,2,1450.18,200.04,Wallet,Tablet,In-store,Refunded
552,741,147,424,2023-11-10,0:48:05,3,4162.44,20.37,NetBanking,Tablet,App,Completed
553,630,123,962,2024-11-20,18:32:48,2,2250.48,262.65,Credit Card,Desktop,App,Refunded
554,803,117,96,2024-09-05,16:49:26,6,4299.16,29.62,Cash,Mobile,App,Refunded
555,652,145,309,2024-03-02,6:25:36,9,438.21,273.42,UPI,Mobile,Web,Failed
556,965,184,577,2023-08-30,18:08:57,1,3152.32,97.29,UPI,Desktop,In-store,Refunded
557,368,104,683,2025-05-11,16:20:21,2,4572.83,304.96,Cash,Mobile,Web,Refunded
558,961,167,815,2025-07-10,23:08:43,6,2639.66,447.25,UPI,Mobile,App,Completed
559,899,88,180,2024-05-18,19:11:58,6,3846.92,252.29,Credit Card,Tablet,App,Refunded
560,760,144,682,2024-05-08,18:24:59,10,521.98,38.68,Wallet,Tablet,Web,Refunded
561,629,5,959,2023-12-22,12:21:35,6,4188.94,11.29,Wallet,Desktop,In-store,Refunded
562,370,169,579,2023-08-22,16:31:55,5,1385.63,309.06,UPI,Tablet,App,Refunded
563,300,166,177,2024-09-12,21:17:41,2,3033.47,403.58,UPI,Tablet,Web,Failed
564,615,127,522,2024-06-30,21:07:26,10,3188.21,5.29,Wallet,Tablet,Web,Failed
565,10,55,294,2025-04-10,7:19:03,3,2320.06,159.4,Cash,Desktop,App,Completed
