offer_id,offer_title,offer_type,category,discount_percent,valid_from,valid_till,usage_limit,offer_channel,terms
250,Electronics-9254,Cashback,Food,12.08,2024-04-07,2025-07-20,867,SMS,Both instead coach.
251,Electronics-8525,LoyaltyPoints,Travel,37.78,2023-12-10,2025-01-12,892,SMS,Require director their serve relationship small.
252,Electronics-5729,Cashback,Travel,18.42,2025-07-06,2025-10-30,861,App,Single already suddenly sell expect else thousand big.
253,Fashion-8516,Cashback,Electronics,17.17,2023-08-14,2024-08-12,937,Email,Individual speak wife animal garden may.
254,Fashion-7522,Coupon,Travel,10.8,2024-06-26,2025-10-24,218,Email,One study church television option truth.
255,Entertainment-7806,LoyaltyPoints,Entertainment,32.3,2024-12-02,2025-11-26,637,App,Education in these leader high put.
256,Fashion-9448,Coupon,Food,40.68,2023-12-14,2025-05-10,74,Website,Power television appear nation whose drug remember rate.
257,Food-3297,Cashback,Travel,13.87,2024-10-09,2025-08-02,293,SMS,Suddenly none range partner with room against.
258,Electronics-7188,Coupon,Food,37.12,2024-01-04,2024-04-09,615,Email,Long again happy age.
259,Electronics-7511,Discount,Food,49.2,2025-04-12,2025-12-17,149,Website,Write lay exist table fill technology.
260,Fashion-7942,LoyaltyPoints,Fashion,44.37,2023-11-13,2025-07-12,194,Website,Never there administration democratic we else.
261,Fashion-8145,Discount,Travel,37.87,2024-10-07,2025-06-29,614,Email,Stock court ready candidate issue thousand.
262,Food-8974,Coupon,Travel,38.38,2023-10-13,2024-02-22,765,Website,Rate alone quite seek let hold statement.
263,Entertainment-8616,Discount,Electronics,8.94,2024-09-07,2025-07-31,771,SMS,Thousand avoid husband her per company raise situation.
264,Food-8607,LoyaltyPoints,Travel,48.35,2024-06-15,2025-11-22,894,Website,Not accept main reflect.
265,Travel-2854,Cashback,Entertainment,12.26,2024-01-25,2024-03-27,252,SMS,About hard successful.
266,Food-5773,Coupon,Food,13.01,2025-03-06,2025-11-03,806,Email,Notice president when.
267,Entertainment-3018,Discount,Electronics,27.42,2024-03-23,2024-04-27,566,Email,Need hard similar record party report per.
268,Electronics-9125,Discount,Travel,5.07,2025-04-23,2025-09-09,484,App,Market over shoulder create gun.
269,Travel-1206,Cashback,Entertainment,28.26,2024-06-10,2025-10-06,953,Email,Take benefit citizen mention clearly wall.
270,Fashion-4995,LoyaltyPoints,Food,42.03,2024-04-21,2025-03-08,74,Email,Again sing record mean.
271,Fashion-9696,Discount,Fashion,9.64,2024-06-14,2024-10-15,352,SMS,International than improve such.
272,Food-4828,LoyaltyPoints,Fashion,11.36,2024-05-23,2025-11-29,915,App,Than national culture glass behind word affect.
273,Entertainment-9194,Coupon,Entertainment,41.39,2025-07-03,2025-07-22,62,Email,But religious nature modern attention gun.
274,Food-2595,Cashback,Travel,29.65,2025-03-22,2025-12-01,789,SMS,Drug inside while other sport officer.
275,Electronics-9695,Coupon,Entertainment,8.26,2023-10-28,2025-04-14,980,Website,Safe sport reason find ability show blue brother.
276,Food-8532,LoyaltyPoints,Electronics,43.43,2024-07-03,2025-08-01,589,Email,He quite born.
277,Entertainment-5290,Cashback,Food,47.87,2024-03-03,2024-07-06,672,Website,Large skin city night law air whole.
278,Travel-2362,Coupon,Fashion,47.82,2023-08-10,2025-06-22,937,Website,Whatever pass thought artist member away half decade.
279,Fashion-6938,Coupon,Electronics,30.77,2025-06-19,2025-12-13,231,Website,Positive human hospital experience.
280,Fashion-1698,Coupon,Fashion,38.99,2025-04-06,2025-08-22,633,App,Treatment attack trouble interesting pay decide.
281,Fashion-9682,Coupon,Electronics,49.14,2024-05-11,2024-10-19,601,App,Base under less structure.
282,Food-7077,Coupon,Travel,27.27,2023-09-08,2024-08-29,192,Email,Trade evening never leader hope debate ok.
283,Travel-9523,Discount,Travel,10,2024-04-05,2025-04-26,425,Website,Long final them report.
284,Travel-8929,Coupon,Food,11.28,2024-02-14,2025-05-10,548,Email,Involve security tax concern increase majority.
285,Fashion-6325,Discount,Entertainment,23.2,2024-09-18,2025-02-19,519,Website,Issue couple garden star.
286,Electronics-4256,Discount,Fashion,14.73,2023-08-25,2024-10-05,690,SMS,Local might power just me.
287,Entertainment-8021,Discount,Fashion,7.03,2024-06-10,2025-09-03,259,Email,Reality impact brother only.
288,Electronics-3971,LoyaltyPoints,Entertainment,37.03,2024-05-17,2024-12-08,871,SMS,Method pass address describe style.
289,Fashion-9487,Cashback,Electronics,34.6,2024-04-27,2025-11-25,288,App,Probably car wind exist close all well.
290,Electronics-7871,LoyaltyPoints,Electronics,13.81,2024-06-20,2024-06-29,814,Website,Family oil none hold miss car.
291,Electronics-6723,Discount,Electronics,41.96,2023-08-29,2024-12-31,873,Email,Decide season we marriage attention partner same.
292,Food-2320,Cashback,Fashion,12.69,2025-02-05,2025-07-28,98,SMS,If learn country fall.
293,Fashion-8664,LoyaltyPoints,Food,10.5,2024-04-07,2024-10-23,852,App,Analysis enjoy democratic.
294,Entertainment-6572,Coupon,Electronics,49.16,2025-01-26,2025-10-10,576,Website,Within possible can customer.
295,Food-7397,Cashback,Entertainment,26.94,2023-11-21,2026-01-06,566,Email,Region to central need remain.
296,Travel-6735,Cashback,Food,30.38,2025-03-21,2025-05-13,479,Website,Kitchen foot number sport.
297,Fashion-1207,Coupon,Electronics,39.44,2023-08-04,2024-02-18,84,SMS,Conference anyone toward let bit per.
298,Entertainment-3952,Coupon,Fashion,22.32,2024-10-22,2026-01-14,777,SMS,Administration pick us claim along.
299,Food-7457,Discount,Food,39.58,2024-01-14,2024-08-08,143,Email,Cell clear entire trial into check.
300,Entertainment-5327,LoyaltyPoints,Entertainment,33.76,2025-01-09,2025-05-07,747,Website,Information make southern body establish.
301,Travel-3321,Discount,Entertainment,28.02,2024-03-26,2024-08-27,857,Website,Read chair ball finally interest treatment writer.
302,Food-3864,Cashback,Fashion,10.23,2025-03-09,2025-03-14,363,App,From tend good probably my deal either.
303,Travel-9877,Cashback,Electronics,45.21,2023-12-04,2024-01-20,545,App,Major before someone weight population approach article.
304,Fashion-1523,Discount,Travel,48.1,2023-08-01,2023-10-08,788,App,Establish pass movie authority stock debate.
305,Travel-6485,Cashback,Food,11.67,2024-08-12,2024-09-29,755,App,Force I one chance ahead approach kitchen leg.
306,Electronics-5636,Discount,Travel,26.44,2024-02-25,2025-08-07,88,SMS,Then way try community low.
307,Electronics-4973,Discount,Food,32.53,2025-05-29,2025-12-19,778,App,Outside fight stock trouble amount.
308,Electronics-4764,LoyaltyPoints,Food,49.79,2024-08-08,2025-03-13,686,App,Street attack against.
309,Fashion-9811,Cashback,Travel,31.7,2023-08-09,2024-10-04,574,App,Same fall hit.
310,Travel-5761,LoyaltyPoints,Entertainment,33.75,2023-12-11,2024-12-22,203,SMS,To live leg seven commercial until.
311,Travel-9262,Coupon,Electronics,5.24,2024-07-08,2024-11-24,717,App,Tree tell recent keep east bank themselves.
312,Food-1734,Cashback,Electronics,16.94,2023-09-16,2024-01-08,321,SMS,Of value exist language bit lay.
313,Travel-7798,Discount,Entertainment,37.76,2025-03-07,2025-09-14,89,Website,Raise dark those present international green chance rock.
314,Travel-2840,LoyaltyPoints,Fashion,43.35,2024-12-15,2025-08-14,808,Email,Friend fund measure heavy approach skin argue.
315,Travel-5636,Coupon,Travel,5.2,2023-10-11,2023-10-27,968,SMS,Difficult paper where smile ahead pretty fly.
316,Fashion-9853,Cashback,Electronics,10.16,2023-07-29,2025-07-26,183,Website,Technology seven way when they mind article.
317,Food-1263,Coupon,Food,19.93,2023-10-04,2025-01-24,65,Email,Interesting mission or would physical fire economy drop.
318,Electronics-9658,Coupon,Electronics,41.11,2023-12-10,2024-03-09,589,SMS,Heavy work situation why bill.
319,Food-5588,Discount,Fashion,35.12,2023-07-27,2023-12-31,706,App,Provide adult beat animal great statement trade.
320,Entertainment-8452,Cashback,Food,5.6,2024-10-14,2026-01-02,279,SMS,Send offer stand outside.
321,Electronics-7000,Coupon,Entertainment,43.46,2025-05-10,2026-01-05,600,Website,Nice what country whether sing hope make.
322,Electronics-4644,LoyaltyPoints,Food,42.91,2024-10-28,2025-09-25,257,SMS,Book bring check choose something member several sometimes.
323,Food-9591,LoyaltyPoints,Food,22.59,2025-07-08,2025-07-08,385,SMS,Position best kid college piece charge.
324,Food-1033,Coupon,Entertainment,32.59,2024-11-25,2025-04-07,854,App,Turn then thing with long upon partner.
325,Fashion-8705,Coupon,Fashion,12.23,2024-08-08,2025-02-02,607,Email,Successful total account myself.
326,Entertainment-7159,Discount,Entertainment,8.19,2024-10-23,2025-06-08,335,Website,Throw key once everything move.
327,Food-3156,Cashback,Electronics,39.42,2024-06-06,2025-08-11,538,Website,Successful raise partner place paper according tend.
328,Food-8077,Cashback,Electronics,37.15,2023-12-22,2024-12-13,599,SMS,Step him discussion account computer.
329,Electronics-2320,Coupon,Food,47.87,2024-02-06,2025-06-10,387,Website,Series soon budget happy.
330,Entertainment-9855,Discount,Travel,44.75,2024-03-17,2025-06-07,853,Website,Nation room guess evening field seat will.
331,Food-6402,Discount,Fashion,15.34,2024-08-30,2025-12-18,997,App,Any investment voice will.
332,Food-1372,Coupon,Entertainment,38.23,2023-09-22,2024-09-11,712,App,Small morning prepare popular.
333,Electronics-4087,Coupon,Electronics,15.36,2023-12-28,2024-10-11,939,Website,Fear ever night participant certainly.
334,Electronics-6449,LoyaltyPoints,Food,36.44,2025-03-12,2026-01-03,436,Website,Industry house where believe later.
335,Electronics-1514,Discount,Fashion,18.15,2024-04-23,2025-10-11,783,Email,American camera pass my.
336,Electronics-2735,Coupon,Food,30.03,2024-01-28,2024-11-22,291,SMS,Certain star PM.
337,Electronics-8904,Discount,Entertainment,42.75,2023-08-24,2025-11-10,734,SMS,Last travel receive true usually.
338,Fashion-9164,LoyaltyPoints,Fashion,30.35,2024-10-24,2025-07-21,700,Email,Green write short.
339,Electronics-5800,Cashback,Food,46.77,2023-10-22,2024-11-26,472,Email,Issue according back ability.
340,Electronics-2073,Discount,Travel,24.61,2024-09-07,2025-08-15,344,App,Tv director identify easy PM.
341,Entertainment-4449,Discount,Entertainment,14.52,2024-05-23,2025-03-18,84,App,Media green chance family camera significant environment science.
342,Electronics-4224,Coupon,Entertainment,23.3,2025-06-23,2025-06-27,265,Website,Heart health total.
343,Entertainment-5034,LoyaltyPoints,Fashion,14.36,2023-09-11,2025-02-11,250,Website,Tonight consider those.
344,Travel-5706,LoyaltyPoints,Electronics,30.09,2025-03-11,2025-12-29,421,Email,Stage peace talk how carry draw attorney.
345,Travel-6943,LoyaltyPoints,Entertainment,35.4,2023-09-08,2023-09-11,325,SMS,Campaign local tend child record where agree ten.
346,Electronics-2392,Coupon,Travel,38.51,2025-01-12,2025-07-06,236,App,Statement young risk involve.
347,Electronics-3838,Cashback,Entertainment,6.91,2025-02-23,2025-06-11,61,SMS,Father just can.
348,Entertainment-8117,LoyaltyPoints,Electronics,39.99,2025-02-01,2025-12-23,715,App,Medical thought trade language without.
349,Entertainment-3078,Cashback,Entertainment,37.32,2024-03-03,2024-06-27,925,App,Also will fire deep land break.
350,Food-2325,LoyaltyPoints,Fashion,12.37,2023-09-14,2024-07-01,434,Website,State mind where laugh.
351,Travel-8319,Discount,Electronics,49.67,2024-10-05,2025-12-07,501,SMS,Attorney training condition top very up street.
352,Electronics-4206,Cashback,Travel,24.73,2024-09-27,2025-04-18,95,SMS,Bank several shake within.
353,Fashion-6495,Cashback,Travel,18.61,2024-03-19,2026-01-14,179,App,Administration pressure point born culture.
354,Electronics-9346,Coupon,Electronics,11.58,2025-07-04,2025-11-28,152,App,Matter item effect health.
355,Electronics-7128,Discount,Food,17.52,2025-03-31,2025-09-23,222,SMS,Memory data keep final bar sister.
356,Food-9784,Discount,Entertainment,49.74,2024-01-19,2025-02-04,79,Email,Test me third anything public beautiful.
357,Travel-9040,Discount,Travel,13.38,2025-07-02,2025-11-25,757,SMS,North system opportunity house discuss Congress simple.
358,Travel-9850,Discount,Travel,41.6,2025-02-07,2026-01-05,799,SMS,Us happy act environmental however wait camera.
359,Travel-6969,Coupon,Travel,19.86,2024-08-29,2025-11-25,884,Website,Military certainly view small stand.
360,Fashion-8553,Cashback,Entertainment,7.25,2024-02-16,2024-06-16,151,App,Education point around.
361,Electronics-1986,Coupon,Food,32.63,2024-08-09,2024-09-01,250,SMS,Word reach lot own.
362,Travel-9757,Discount,Electronics,39.78,2023-11-17,2024-02-28,332,SMS,Describe defense face quickly what thought wait.
363,Travel-1135,Discount,Food,10.16,2024-08-06,2024-12-12,509,Website,Prove civil sport improve.
364,Entertainment-8282,LoyaltyPoints,Electronics,13.62,2024-07-09,2024-08-20,171,App,Hit item understand avoid laugh ask new.
365,Food-5228,Discount,Travel,18.22,2024-04-14,2024-06-04,623,Website,Reduce about certain maintain skin center child.
366,Electronics-4833,Coupon,Entertainment,26.45,2025-03-30,2025-08-18,975,App,Avoid various group wind staff southern.
367,Fashion-3837,Discount,Electronics,39.59,2023-12-29,2024-05-16,512,Website,Son shake our ability those as year.
368,Fashion-9775,LoyaltyPoints,Food,7.58,2024-11-28,2026-01-15,561,App,Walk attorney short short.
369,Electronics-2592,Coupon,Travel,18.26,2024-03-25,2024-04-04,112,Email,East whether kind.
370,Entertainment-3227,Coupon,Entertainment,31.01,2024-09-28,2024-11-19,773,Email,Yourself about would down brother.
371,Fashion-9956,LoyaltyPoints,Fashion,12.8,2025-05-31,2025-10-17,248,SMS,Camera war break operation care subject.
372,Electronics-4674,Discount,Travel,48.11,2023-10-24,2025-12-14,811,Website,Dinner city board arrive boy social daughter.
373,Fashion-2939,Coupon,Electronics,20.2,2024-11-09,2025-02-14,275,App,A amount run PM top arrive.
374,Food-6432,LoyaltyPoints,Electronics,36.76,2024-03-05,2025-05-13,966,App,Local despite next treat night.
375,Food-8143,Coupon,Fashion,28.56,2024-11-22,2025-11-26,355,App,Make become various director.
376,Food-7626,Cashback,Entertainment,49.85,2024-11-05,2025-04-18,302,SMS,Professor step sport southern.
377,Food-8031,LoyaltyPoints,Food,8.42,2023-10-20,2025-12-10,356,Website,Pressure history century conference beyond.
378,Travel-2923,Discount,Food,43.21,2025-02-23,2025-06-13,187,Website,Onto head shake subject same.
379,Fashion-7732,Discount,Food,26.26,2024-12-05,2026-01-05,130,SMS,Those cup article author.
380,Food-5320,Cashback,Fashion,16.52,2025-07-16,2025-12-31,970,Email,Factor camera edge lead catch use former.
381,Fashion-1209,LoyaltyPoints,Entertainment,20.36,2025-04-02,2025-05-01,246,App,Choice floor dinner.
382,Fashion-1521,Discount,Electronics,10.85,2025-05-17,2025-06-11,492,Website,Long program seven morning management mind.
383,Entertainment-5811,Coupon,Food,11.99,2024-05-29,2025-08-13,69,App,Finally animal trial mission him.
384,Entertainment-1982,LoyaltyPoints,Food,24.92,2023-12-04,2025-10-12,378,Email,Movement office data ground almost page campaign.
385,Entertainment-4575,Cashback,Food,11.13,2023-12-18,2025-03-27,273,Email,Reduce view including indicate.
386,Fashion-5165,LoyaltyPoints,Travel,9.69,2025-04-10,2025-04-21,624,SMS,Whatever blood weight commercial enough election.
387,Electronics-2902,Coupon,Electronics,36.41,2025-02-15,2025-03-23,332,Website,Maybe perhaps air article interview wind democratic.
388,Travel-9810,LoyaltyPoints,Electronics,7.65,2024-04-29,2024-10-23,898,SMS,Give management effect.
389,Entertainment-3528,Coupon,Food,12.09,2024-12-14,2025-12-20,146,SMS,Employee all cut certainly high year.
390,Fashion-2540,LoyaltyPoints,Travel,14.71,2023-07-28,2025-05-03,284,SMS,Everybody enough list ball.
391,Food-2305,LoyaltyPoints,Entertainment,42.69,2023-10-23,2025-07-04,255,App,Usually still if opportunity.
392,Food-5044,Discount,Electronics,11.62,2024-04-01,2025-09-10,783,App,Claim century loss throw court.
393,Fashion-3122,Cashback,Entertainment,6.9,2025-04-08,2025-06-11,852,App,Little all eat decide others.
394,Travel-6624,Cashback,Entertainment,28.19,2024-09-23,2025-05-18,644,SMS,Task respond away base.
395,Food-4526,Coupon,Electronics,13.44,2024-11-15,2024-12-01,279,SMS,Gun activity gas protect never instead.
396,Travel-2001,LoyaltyPoints,Entertainment,44.08,2024-10-07,2024-12-08,441,Email,Three professional also thank lead.
397,Electronics-9440,LoyaltyPoints,Fashion,11.78,2024-01-16,2025-03-30,366,App,Manager evening gun must guy choose few.
398,Entertainment-8811,LoyaltyPoints,Fashion,13.53,2024-02-27,2024-09-17,549,Website,Two when claim management he.
399,Electronics-6520,Discount,Food,5.22,2024-02-05,2024-08-21,788,App,Final research professional tough herself already true board.
400,Fashion-8500,Discount,Travel,48.58,2023-08-15,2024-07-09,155,App,Mouth position table not table common physical.
401,Food-5523,Coupon,Electronics,7.64,2023-08-15,2024-10-25,736,App,Prove want pretty should.
402,Entertainment-9027,Discount,Travel,36.81,2024-05-24,2025-10-07,725,SMS,Assume eye mention.
403,Food-7446,Cashback,Entertainment,17.85,2025-03-22,2025-06-09,895,SMS,Hot employee statement bring budget.
404,Entertainment-5179,Cashback,Electronics,18.95,2024-05-03,2025-04-08,85,Website,Listen may live technology technology cultural.
405,Travel-2413,Coupon,Food,26.95,2023-10-22,2024-10-20,790,App,Mrs support evening management.
406,Fashion-3453,Cashback,Entertainment,26.73,2025-04-20,2025-09-27,644,Email,Size sort nor.
407,Entertainment-3448,Cashback,Electronics,46.85,2025-02-09,2025-10-18,819,SMS,Friend take job nothing stock culture lose.
408,Travel-8805,Coupon,Travel,47.65,2025-04-10,2025-09-05,361,SMS,Worker method camera.
409,Travel-7532,LoyaltyPoints,Electronics,5.62,2024-02-22,2024-11-25,1000,Email,Bring medical summer become rate.
410,Food-9987,Coupon,Entertainment,42.29,2024-03-01,2024-09-09,500,SMS,Environmental kitchen later business worker once lay them.
411,Travel-6866,Cashback,Travel,35.74,2025-03-04,2025-05-15,640,App,Music cut structure start region school.
412,Fashion-8173,Cashback,Food,24.71,2024-03-15,2025-03-03,577,Email,Fly information behind thus.
413,Electronics-8616,Discount,Entertainment,32,2024-09-24,2026-01-12,403,Email,Or character mention time respond responsibility heart protect.
414,Electronics-9792,Discount,Electronics,7.45,2024-10-30,2025-12-27,782,Email,Check sit purpose education.
415,Fashion-1513,Cashback,Electronics,36.91,2025-06-06,2025-11-18,346,App,Sell energy cut cup computer.
416,Fashion-9673,Cashback,Food,31.31,2024-12-01,2025-01-29,441,Website,Republican general maintain officer first notice explain.
417,Fashion-2510,Cashback,Travel,17.98,2024-03-01,2024-09-29,122,SMS,Message serious laugh technology.
418,Electronics-1865,Cashback,Electronics,5.22,2025-05-04,2025-05-26,740,Email,End professional police.
419,Fashion-3885,LoyaltyPoints,Entertainment,24.58,2024-11-09,2025-01-13,594,Website,Set into occur message total.
420,Entertainment-8581,Discount,Electronics,45.84,2024-05-02,2024-09-14,203,App,Simply result surface music significant possible seek.
421,Electronics-3701,Coupon,Travel,9.87,2024-06-26,2025-08-25,147,App,Reveal conference account Republican thing people.
422,Travel-9076,Coupon,Electronics,31.71,2023-08-21,2024-05-22,554,SMS,Thank building who prove shake police.
423,Electronics-5571,Discount,Fashion,7.16,2023-12-11,2025-02-10,749,SMS,Outside who campaign small court understand.
424,Travel-3013,LoyaltyPoints,Entertainment,48.22,2023-11-06,2025-12-17,82,Website,Bar increase lawyer court middle enjoy threat.
425,Entertainment-6074,LoyaltyPoints,Travel,36.4,2025-06-10,2025-11-18,417,App,Toward field animal.
426,Travel-1904,Discount,Travel,48.93,2024-08-21,2024-11-22,287,Email,Line least effect.
427,Electronics-4257,LoyaltyPoints,Food,25.46,2024-01-06,2024-03-27,666,Website,Let learn as.
428,Travel-8438,Cashback,Travel,19.48,2024-02-02,2025-12-12,664,SMS,Call time senior support investment seem according.
429,Travel-7866,Cashback,Food,39.02,2024-05-21,2024-07-28,875,Email,While enough bar cut his message involve.
430,Travel-2984,Discount,Travel,20.65,2024-12-09,2025-01-22,576,SMS,On year culture field hotel compare fill.
431,Electronics-1587,Discount,Entertainment,41.13,2024-01-23,2024-09-20,330,SMS,Contain almost too hand create final.
432,Fashion-6887,Cashback,Entertainment,37.44,2024-04-21,2024-11-11,525,SMS,High miss concern pattern chair it building.
433,Food-8807,Discount,Electronics,47.79,2024-12-29,2025-11-04,122,Website,Discussion remain glass letter husband.
434,Fashion-1695,LoyaltyPoints,Electronics,45.5,2025-04-27,2026-01-13,540,SMS,Relate bed season film owner someone.
435,Electronics-8648,Cashback,Electronics,27.99,2025-06-10,2025-10-08,87,Email,Night traditional mouth spring into.
436,Electronics-3484,LoyaltyPoints,Travel,10.39,2025-03-27,2025-07-15,50,Website,Need may note front break plant teach.
437,Electronics-7713,Coupon,Entertainment,35.36,2024-01-19,2024-01-24,234,Email,Claim look politics family music of rock.
438,Fashion-9745,Cashback,Electronics,34.85,2024-07-15,2025-12-27,359,Website,Behavior yard tough ten why.
439,Fashion-8778,Cashback,Food,27.34,2025-01-27,2025-09-01,73,Website,Now defense let development various.
440,Travel-1689,Cashback,Fashion,49.38,2024-06-27,2025-05-04,269,Email,My card night.
441,Food-8255,Coupon,Electronics,46.16,2025-01-30,2025-11-13,754,App,Idea figure think all.
442,Entertainment-5358,Discount,Electronics,18.02,2024-08-04,2025-11-24,377,Website,Reduce identify chance far.
443,Entertainment-1006,Discount,Fashion,32.51,2025-03-18,2025-07-19,136,SMS,Discuss character fear able listen hand everybody.
444,Fashion-8920,Discount,Entertainment,11.38,2024-10-13,2024-11-24,947,App,Even key moment low sit most language.
445,Food-6680,Coupon,Food,33.23,2025-05-09,2025-10-18,776,Email,Environmental health west social.
446,Food-3586,Coupon,Electronics,38.55,2024-12-30,2025-08-25,441,App,Stage head her free question.
447,Travel-1499,Cashback,Food,26.14,2024-03-28,2025-09-28,300,App,Free son avoid drive vote.
448,Entertainment-1950,LoyaltyPoints,Entertainment,26.59,2024-02-29,2025-07-29,793,Website,Six culture thing field understand.
449,Fashion-5941,Discount,Fashion,45.87,2024-04-03,2025-03-15,297,App,Tax of decade painting above.
450,Fashion-9903,Discount,Entertainment,23.72,2024-09-22,2025-03-09,678,Website,Down least if.
451,Travel-5316,Coupon,Electronics,18.3,2023-08-04,2023-10-05,848,App,Dog along nature happy music building.
452,Entertainment-9061,Discount,Entertainment,43.25,2024-09-24,2025-12-31,62,App,Particularly brother great source look write color.
453,Electronics-2824,Cashback,Travel,35.12,2024-12-28,2025-07-29,775,SMS,Color wonder treat various four.
454,Food-9950,LoyaltyPoints,Food,12.57,2024-08-14,2024-11-24,745,App,Lawyer maybe party try her though black.
455,Travel-3082,LoyaltyPoints,Travel,38.88,2025-06-15,2025-10-07,374,Website,Coach product on forward me.
456,Travel-8462,Cashback,Electronics,23.07,2025-01-26,2025-12-24,670,SMS,Kind message receive alone.
457,Fashion-8589,Discount,Fashion,13.1,2024-12-16,2026-01-08,534,Email,Their field investment.
458,Food-7304,LoyaltyPoints,Entertainment,41.32,2024-11-29,2025-05-12,225,Website,Oil money against free guess pay decision.
459,Fashion-7832,LoyaltyPoints,Entertainment,29.97,2025-04-11,2025-09-10,197,SMS,Side bank ball create show.
460,Fashion-1529,LoyaltyPoints,Electronics,34.51,2024-05-02,2024-12-20,547,Email,Also change old wall.
461,Entertainment-8302,Cashback,Electronics,13.84,2024-08-25,2025-02-04,961,Website,Song so ahead.
462,Electronics-6490,LoyaltyPoints,Entertainment,31.32,2024-05-13,2025-03-23,776,SMS,Director field against many note miss how.
463,Travel-3971,Cashback,Travel,46.89,2023-07-23,2025-03-29,212,App,Side so occur.
464,Food-8961,Cashback,Food,12.93,2023-08-28,2024-04-28,567,Website,Method mean red team site score.
465,Travel-8852,Cashback,Travel,42.33,2024-05-28,2025-04-19,475,Email,Shoulder natural man specific.
466,Entertainment-1361,Coupon,Electronics,18.64,2024-03-31,2025-06-17,886,Website,Head ability TV why large point successful.
467,Travel-2021,Cashback,Fashion,5.65,2023-09-23,2024-08-31,653,SMS,Include hospital loss nothing no world.
468,Food-2980,LoyaltyPoints,Travel,21.14,2024-05-02,2024-12-14,543,SMS,Arrive leave Congress security reach ground mouth.
469,Electronics-5426,Coupon,Food,30.54,2024-12-30,2025-03-08,914,App,Work between though assume report staff.
470,Food-6271,LoyaltyPoints,Entertainment,8.51,2025-03-30,2025-09-24,680,App,Stuff nothing common science age position.
471,Fashion-4064,Coupon,Fashion,33.65,2024-04-19,2025-04-23,625,Email,Hit a whom measure speak Mrs.
472,Electronics-5187,Discount,Food,36.06,2024-08-16,2025-02-19,954,Email,Result writer eight either.
473,Fashion-6762,Coupon,Travel,6.03,2024-01-26,2025-06-22,565,Website,Summer news ok thus focus.
474,Fashion-2921,Discount,Travel,22.27,2024-02-05,2024-09-16,665,App,Social only cut table.
475,Travel-5388,LoyaltyPoints,Electronics,25.92,2025-06-04,2025-08-14,503,Email,Commercial include culture special specific pressure available.
476,Food-7945,LoyaltyPoints,Food,42.91,2023-12-11,2024-10-15,172,SMS,Ask father author company first stay according.
477,Electronics-9071,LoyaltyPoints,Entertainment,45.57,2025-03-01,2025-10-12,465,Email,Green deal training enough.
478,Fashion-2905,LoyaltyPoints,Food,32.69,2024-07-11,2025-02-01,690,Website,Music service chance describe.
479,Entertainment-8059,Discount,Entertainment,26.63,2023-11-13,2026-01-08,717,Website,Seven could international.
480,Fashion-2873,Coupon,Fashion,35.06,2024-03-11,2025-05-03,622,Email,Onto never across political effort.
481,Electronics-8747,LoyaltyPoints,Entertainment,21.43,2025-01-27,2025-06-16,841,Website,Responsibility adult indicate mission yourself forget represent.
482,Food-9073,Cashback,Entertainment,19.26,2025-04-08,2025-11-29,92,App,Assume according field arm.
483,Fashion-6866,Coupon,Entertainment,15.04,2024-02-13,2024-11-12,75,Website,Vote change live pretty.
484,Entertainment-1160,Cashback,Electronics,5.79,2024-03-22,2024-11-22,513,Email,Enjoy or many property plant.
485,Food-8875,Cashback,Electronics,21,2023-12-22,2024-12-12,395,Email,Along southern provide suggest.
486,Food-9195,Coupon,Food,8.23,2024-07-10,2024-10-13,546,Website,Box and both none change.
487,Travel-8441,Coupon,Electronics,39.85,2024-12-20,2025-11-24,428,Email,Democratic one main interview probably professor.
488,Travel-8821,LoyaltyPoints,Entertainment,40.45,2024-09-04,2025-08-02,969,Website,Hour direction practice teach.
489,Entertainment-6914,Discount,Travel,15.39,2024-06-11,2025-08-24,114,Email,Thing talk go common identify state.
490,Entertainment-7193,Cashback,Electronics,35.62,2025-04-17,2025-11-04,908,App,Relate budget paper.
491,Food-1931,Cashback,Fashion,27.44,2025-02-28,2025-05-05,922,Email,Look especially foreign ground others.
492,Entertainment-9747,Cashback,Fashion,43.51,2024-03-14,2024-12-24,582,Website,Perform accept get care want.
493,Electronics-1508,Cashback,Fashion,15.99,2024-03-05,2024-11-08,143,App,Rest true newspaper partner.
494,Entertainment-4979,Cashback,Food,47.08,2024-09-29,2025-10-04,532,SMS,Law one strong staff candidate evidence act street.
495,Fashion-2867,LoyaltyPoints,Travel,22.2,2025-03-10,2025-05-20,765,Email,Research heavy finish sister.
496,Fashion-7438,Cashback,Food,44.28,2025-05-17,2025-08-15,314,Website,Question lay knowledge any hear nothing development.
497,Food-7737,LoyaltyPoints,Food,8.37,2024-05-03,2025-02-14,826,Website,Your TV area shake realize relationship start.
498,Electronics-5331,LoyaltyPoints,Electronics,16.39,2024-07-13,2025-01-27,789,SMS,Catch series tree environmental.
499,Entertainment-3210,Cashback,Travel,36.09,2024-09-25,2025-08-19,921,Email,Score husband buy pretty establish.
500,Fashion-8213,Discount,Travel,38.19,2025-03-21,2025-08-07,301,App,Budget language event meet.
501,Electronics-3959,Discount,Fashion,31.49,2025-07-04,2025-12-24,135,Email,Home lot head American as agreement.
502,Fashion-3532,Cashback,Electronics,32.85,2024-11-11,2025-06-28,591,SMS,Dinner national could agent popular head.
